4195463;1;2022-02-13 22:47:30
238504;5;2022-03-11 04:39:57
238504;1;2022-03-11 04:33:35
3645109;4;2022-02-22 17:10:48
3645109;3;2022-02-22 16:17:56
3645109;2;2022-02-22 16:16:00
3645109;1;2022-02-22 15:52:01
5686894;5;2022-02-22 21:50:33
5686894;1;2022-02-22 20:59:14
1020379;5;2022-03-11 08:12:42
1020379;1;2022-03-11 07:38:54
146299;5;2022-02-17 03:16:48
146299;1;2022-02-17 02:48:55
4571410;4;2022-02-17 13:08:16
4571410;3;2022-02-17 12:13:49
4571410;2;2022-02-17 11:16:55
4571410;1;2022-02-17 10:20:24
6098633;4;2022-03-13 00:23:44
6098633;3;2022-03-12 23:55:51
6098633;2;2022-03-12 23:23:13
6098633;1;2022-03-12 22:27:02
4960743;4;2022-03-06 18:05:24
4960743;3;2022-03-06 17:27:23
4960743;2;2022-03-06 16:34:54
4960743;1;2022-03-06 15:39:29
5795504;4;2022-03-03 05:46:33
5795504;3;2022-03-03 05:32:05
5795504;2;2022-03-03 05:29:40
5795504;1;2022-03-03 05:12:20
9491740;4;2022-02-15 09:18:24
9491740;3;2022-02-15 08:48:42
9491740;2;2022-02-15 08:29:18
9491740;1;2022-02-15 07:32:04
5765145;5;2022-02-18 20:34:04
5765145;1;2022-02-18 19:45:41
3101143;5;2022-03-03 02:57:51
3101143;1;2022-03-03 02:09:11
3129755;4;2022-02-22 20:53:21
3129755;3;2022-02-22 20:39:34
3129755;2;2022-02-22 19:43:58
3129755;1;2022-02-22 19:35:42
1757501;5;2022-02-13 07:40:02
1757501;1;2022-02-13 06:40:36
5284077;5;2022-03-11 17:33:49
5284077;1;2022-03-11 17:18:05
2702140;5;2022-02-24 09:31:56
2702140;1;2022-02-24 09:25:16
4519112;4;2022-02-26 04:53:55
4519112;3;2022-02-26 04:43:49
4519112;2;2022-02-26 04:32:27
4519112;1;2022-02-26 03:45:15
7696556;4;2022-02-25 14:11:14
7696556;3;2022-02-25 13:13:18
7696556;2;2022-02-25 12:15:55
7696556;1;2022-02-25 11:25:12
5935444;4;2022-02-17 15:43:44
5935444;3;2022-02-17 14:49:17
5935444;2;2022-02-17 13:55:00
5935444;1;2022-02-17 13:53:24
3316129;4;2022-02-23 08:57:24
3316129;3;2022-02-23 08:40:34
3316129;2;2022-02-23 08:37:21
3316129;1;2022-02-23 08:31:43
3058479;5;2022-03-07 09:57:38
3058479;1;2022-03-07 09:47:45
2218533;5;2022-03-11 07:35:13
2218533;1;2022-03-11 07:18:47
1418271;5;2022-03-09 09:55:01
1418271;1;2022-03-09 09:35:18
900060;4;2022-02-18 08:58:23
900060;3;2022-02-18 08:15:54
900060;2;2022-02-18 07:19:03
900060;1;2022-02-18 07:00:33
7727147;5;2022-02-20 21:46:49
7727147;1;2022-02-20 21:40:48
2028091;5;2022-03-07 21:10:44
2028091;1;2022-03-07 20:40:10
9036944;5;2022-03-05 12:48:26
9036944;1;2022-03-05 12:06:01
3777094;5;2022-03-05 18:44:56
3777094;1;2022-03-05 18:16:48
9278514;4;2022-02-21 05:56:59
9278514;3;2022-02-21 04:58:42
9278514;2;2022-02-21 04:22:59
9278514;1;2022-02-21 03:54:32
3093104;5;2022-03-09 03:47:26
3093104;1;2022-03-09 03:33:48
8722044;5;2022-02-23 09:26:40
8722044;1;2022-02-23 09:03:54
720132;4;2022-02-14 00:38:05
720132;3;2022-02-14 00:07:18
720132;2;2022-02-13 23:10:30
720132;1;2022-02-13 22:31:09
9140855;5;2022-03-07 01:27:20
9140855;1;2022-03-07 01:05:12
6424146;5;2022-02-17 05:20:58
6424146;1;2022-02-17 04:59:28
5038918;4;2022-03-02 00:47:00
5038918;3;2022-03-02 00:25:09
5038918;2;2022-03-02 00:23:17
5038918;1;2022-03-01 23:29:54
399014;5;2022-02-24 07:19:32
399014;1;2022-02-24 06:57:33
396864;4;2022-02-23 18:49:56
396864;3;2022-02-23 18:21:14
396864;2;2022-02-23 17:24:59
396864;1;2022-02-23 16:44:56
7884660;4;2022-02-28 16:08:53
7884660;3;2022-02-28 15:14:43
7884660;2;2022-02-28 14:24:44
7884660;1;2022-02-28 13:53:54
7611142;4;2022-03-13 13:41:37
7611142;3;2022-03-13 13:36:56
7611142;2;2022-03-13 13:15:54
7611142;1;2022-03-13 13:03:13
5605262;4;2022-02-27 23:42:55
5605262;3;2022-02-27 23:24:06
5605262;2;2022-02-27 22:58:54
5605262;1;2022-02-27 22:16:41
4860679;5;2022-02-23 16:04:21
4860679;1;2022-02-23 15:53:03
2117869;5;2022-02-23 16:05:53
2117869;1;2022-02-23 16:01:15
9714768;5;2022-02-24 16:02:56
9714768;1;2022-02-24 15:55:42
2490020;4;2022-02-20 03:27:44
2490020;3;2022-02-20 02:36:40
2490020;2;2022-02-20 01:45:29
2490020;1;2022-02-20 01:15:05
5652707;5;2022-03-06 10:54:14
5652707;1;2022-03-06 10:09:51
4824970;5;2022-03-09 15:45:13
4824970;1;2022-03-09 14:58:18
7575068;5;2022-03-12 03:12:45
7575068;1;2022-03-12 02:42:42
719956;5;2022-02-21 17:36:09
719956;1;2022-02-21 16:44:50
2357257;4;2022-02-12 18:44:10
2357257;3;2022-02-12 17:44:18
2357257;2;2022-02-12 17:16:13
2357257;1;2022-02-12 16:40:21
6072665;4;2022-02-17 20:19:53
6072665;3;2022-02-17 19:39:16
6072665;2;2022-02-17 18:57:28
6072665;1;2022-02-17 18:15:24
5636852;4;2022-02-12 22:11:33
5636852;3;2022-02-12 21:16:39
5636852;2;2022-02-12 21:09:56
5636852;1;2022-02-12 20:26:49
7274734;4;2022-02-15 04:28:40
7274734;3;2022-02-15 03:52:56
7274734;2;2022-02-15 03:39:19
7274734;1;2022-02-15 03:16:01
2826750;4;2022-03-02 21:49:11
2826750;3;2022-03-02 21:02:40
2826750;2;2022-03-02 20:36:54
2826750;1;2022-03-02 20:31:27
5655595;5;2022-03-05 16:27:27
5655595;1;2022-03-05 15:46:51
1030483;5;2022-02-15 07:51:02
1030483;1;2022-02-15 07:24:48
702610;4;2022-02-24 02:40:26
702610;3;2022-02-24 01:52:53
702610;2;2022-02-24 01:20:51
702610;1;2022-02-24 00:54:48
9621795;4;2022-02-16 23:52:52
9621795;3;2022-02-16 23:49:02
9621795;2;2022-02-16 23:27:32
9621795;1;2022-02-16 22:42:15
4024020;5;2022-02-14 21:55:47
4024020;1;2022-02-14 21:52:55
8460368;5;2022-02-24 12:13:11
8460368;1;2022-02-24 11:28:17
6313731;4;2022-03-08 05:39:09
6313731;3;2022-03-08 05:08:00
6313731;2;2022-03-08 04:39:25
6313731;1;2022-03-08 04:23:57
8841710;5;2022-02-24 16:25:53
8841710;1;2022-02-24 16:03:31
3862178;5;2022-02-20 17:30:40
3862178;1;2022-02-20 16:44:00
1037246;5;2022-02-27 03:01:15
1037246;1;2022-02-27 02:05:32
508215;5;2022-03-06 08:24:22
508215;1;2022-03-06 08:07:41
364648;4;2022-02-28 16:49:01
364648;3;2022-02-28 16:41:57
364648;2;2022-02-28 16:14:01
364648;1;2022-02-28 15:45:48
9025874;5;2022-02-26 05:51:51
9025874;1;2022-02-26 04:54:35
2266000;5;2022-03-10 08:38:17
2266000;1;2022-03-10 08:30:59
9757908;4;2022-03-04 15:41:03
9757908;3;2022-03-04 14:55:21
9757908;2;2022-03-04 14:00:43
9757908;1;2022-03-04 13:24:57
4275744;4;2022-03-01 04:17:36
4275744;3;2022-03-01 03:39:54
4275744;2;2022-03-01 03:18:51
4275744;1;2022-03-01 03:07:02
3980226;5;2022-02-15 17:16:37
3980226;1;2022-02-15 16:25:53
6562339;4;2022-02-13 07:41:35
6562339;3;2022-02-13 07:05:13
6562339;2;2022-02-13 07:03:00
6562339;1;2022-02-13 06:16:36
4972174;5;2022-03-10 13:57:59
4972174;1;2022-03-10 13:02:40
6680822;5;2022-03-03 04:43:58
6680822;1;2022-03-03 04:35:46
8544219;4;2022-03-06 12:26:58
8544219;3;2022-03-06 11:56:31
8544219;2;2022-03-06 11:02:04
8544219;1;2022-03-06 10:50:41
1391857;5;2022-03-06 19:12:40
1391857;1;2022-03-06 18:45:09
7752229;5;2022-03-01 12:01:45
7752229;1;2022-03-01 11:15:02
719796;5;2022-03-05 15:54:16
719796;1;2022-03-05 15:09:32
5801526;4;2022-02-14 13:28:16
5801526;3;2022-02-14 12:36:42
5801526;2;2022-02-14 12:10:12
5801526;1;2022-02-14 11:51:16
998776;4;2022-03-08 04:07:38
998776;3;2022-03-08 03:37:18
998776;2;2022-03-08 02:45:19
998776;1;2022-03-08 02:28:53
680336;4;2022-03-05 16:37:49
680336;3;2022-03-05 15:57:52
680336;2;2022-03-05 15:43:01
680336;1;2022-03-05 15:08:34
8768814;5;2022-02-27 01:07:54
8768814;1;2022-02-27 00:33:07
6029912;5;2022-02-20 07:41:56
6029912;1;2022-02-20 07:08:16
25354;5;2022-02-25 00:42:14
25354;1;2022-02-25 00:08:46
6168902;5;2022-02-20 04:48:58
6168902;1;2022-02-20 04:47:36
7045473;4;2022-03-12 10:09:39
7045473;3;2022-03-12 09:53:04
7045473;2;2022-03-12 08:55:15
7045473;1;2022-03-12 08:47:24
4510601;5;2022-03-02 06:33:13
4510601;1;2022-03-02 05:54:15
8976858;4;2022-03-12 08:19:47
8976858;3;2022-03-12 07:59:00
8976858;2;2022-03-12 07:43:11
8976858;1;2022-03-12 06:43:37
4795449;4;2022-03-04 11:10:50
4795449;3;2022-03-04 10:21:04
4795449;2;2022-03-04 10:16:50
4795449;1;2022-03-04 09:24:32
866007;5;2022-02-26 22:57:47
866007;1;2022-02-26 22:22:53
9364270;4;2022-02-14 01:12:56
9364270;3;2022-02-14 01:01:13
9364270;2;2022-02-14 00:04:36
9364270;1;2022-02-13 23:33:03
8638414;4;2022-03-13 23:31:47
8638414;3;2022-03-13 22:56:27
8638414;2;2022-03-13 22:49:12
8638414;1;2022-03-13 22:33:22
7823390;5;2022-02-19 10:44:39
7823390;1;2022-02-19 09:55:23
2686218;5;2022-02-28 02:00:56
2686218;1;2022-02-28 01:09:51
4998924;5;2022-02-21 07:10:52
4998924;1;2022-02-21 07:00:06
1541214;4;2022-02-28 13:01:35
1541214;3;2022-02-28 12:38:46
1541214;2;2022-02-28 12:26:48
1541214;1;2022-02-28 11:33:30
493012;4;2022-02-14 04:46:00
493012;3;2022-02-14 04:07:47
493012;2;2022-02-14 03:19:33
493012;1;2022-02-14 02:39:11
9842980;4;2022-02-23 01:07:20
9842980;3;2022-02-23 00:32:11
9842980;2;2022-02-22 23:53:49
9842980;1;2022-02-22 23:46:39
3933134;5;2022-03-03 23:14:32
3933134;1;2022-03-03 22:15:07
1096543;4;2022-02-16 19:19:48
1096543;3;2022-02-16 18:50:20
1096543;2;2022-02-16 18:15:41
1096543;1;2022-02-16 17:53:34
5992071;5;2022-03-05 01:10:39
5992071;1;2022-03-05 00:49:51
7685335;5;2022-02-25 19:59:33
7685335;1;2022-02-25 19:57:59
139697;4;2022-03-12 13:00:25
139697;3;2022-03-12 12:01:46
139697;2;2022-03-12 11:09:16
139697;1;2022-03-12 10:51:56
6534862;4;2022-03-03 02:57:19
6534862;3;2022-03-03 02:00:04
6534862;2;2022-03-03 01:29:50
6534862;1;2022-03-03 00:58:48
6096215;4;2022-03-02 13:18:07
6096215;3;2022-03-02 12:18:35
6096215;2;2022-03-02 11:23:49
6096215;1;2022-03-02 10:38:44
3731004;5;2022-02-21 01:04:40
3731004;1;2022-02-21 00:16:05
5190154;5;2022-02-15 08:06:05
5190154;1;2022-02-15 08:04:51
112277;5;2022-02-14 09:19:38
112277;1;2022-02-14 08:42:45
836284;4;2022-03-07 11:06:07
836284;3;2022-03-07 10:07:33
836284;2;2022-03-07 09:12:25
836284;1;2022-03-07 08:20:58
7365829;5;2022-02-13 16:43:10
7365829;1;2022-02-13 16:01:24
36643;4;2022-03-12 15:51:08
36643;3;2022-03-12 15:16:42
36643;2;2022-03-12 14:48:10
36643;1;2022-03-12 14:01:14
1567756;4;2022-02-17 11:43:53
1567756;3;2022-02-17 11:00:12
1567756;2;2022-02-17 10:49:46
1567756;1;2022-02-17 10:24:19
1199223;4;2022-02-14 19:52:25
1199223;3;2022-02-14 19:34:56
1199223;2;2022-02-14 19:23:50
1199223;1;2022-02-14 19:04:49
4445152;5;2022-02-23 08:21:56
4445152;1;2022-02-23 07:31:43
7669627;4;2022-03-05 12:35:19
7669627;3;2022-03-05 11:40:37
7669627;2;2022-03-05 11:01:34
7669627;1;2022-03-05 10:39:45
9464115;5;2022-02-20 11:55:52
9464115;1;2022-02-20 11:25:56
8815765;5;2022-02-15 00:28:02
8815765;1;2022-02-14 23:58:31
6452806;4;2022-02-28 15:41:31
6452806;3;2022-02-28 15:36:19
6452806;2;2022-02-28 15:09:36
6452806;1;2022-02-28 14:57:51
6730140;4;2022-02-21 19:31:24
6730140;3;2022-02-21 18:58:31
6730140;2;2022-02-21 18:51:09
6730140;1;2022-02-21 18:45:51
3763818;5;2022-03-08 01:46:55
3763818;1;2022-03-08 00:58:02
6839827;4;2022-03-02 16:57:48
6839827;3;2022-03-02 16:52:58
6839827;2;2022-03-02 15:55:45
6839827;1;2022-03-02 15:15:34
6679499;5;2022-02-27 13:46:37
6679499;1;2022-02-27 12:53:51
3695500;4;2022-03-14 00:46:19
3695500;3;2022-03-14 00:24:23
3695500;2;2022-03-14 00:19:17
3695500;1;2022-03-13 23:32:03
2828709;4;2022-03-08 09:28:09
2828709;3;2022-03-08 09:11:33
2828709;2;2022-03-08 09:02:28
2828709;1;2022-03-08 08:18:43
9949228;5;2022-03-09 18:57:55
9949228;1;2022-03-09 18:44:47
1726258;5;2022-03-02 06:56:24
1726258;1;2022-03-02 06:13:02
7567990;5;2022-02-19 02:43:45
7567990;1;2022-02-19 02:15:21
9876781;4;2022-02-18 14:30:10
9876781;3;2022-02-18 13:36:43
9876781;2;2022-02-18 13:14:57
9876781;1;2022-02-18 12:56:58
343248;4;2022-02-22 14:30:10
343248;3;2022-02-22 14:21:42
343248;2;2022-02-22 14:05:16
343248;1;2022-02-22 13:22:32
7235752;5;2022-03-10 22:43:38
7235752;1;2022-03-10 22:06:23
135152;5;2022-02-24 10:06:27
135152;1;2022-02-24 10:02:51
6151690;5;2022-02-12 16:56:23
6151690;1;2022-02-12 16:47:31
3018448;4;2022-03-06 19:15:35
3018448;3;2022-03-06 18:42:20
3018448;2;2022-03-06 17:53:30
3018448;1;2022-03-06 17:44:22
8013944;4;2022-03-06 23:22:12
8013944;3;2022-03-06 22:23:00
8013944;2;2022-03-06 21:31:54
8013944;1;2022-03-06 21:20:13
1745297;4;2022-03-06 04:28:32
1745297;3;2022-03-06 03:53:22
1745297;2;2022-03-06 03:07:31
1745297;1;2022-03-06 02:27:02
6062822;4;2022-03-11 04:23:50
6062822;3;2022-03-11 04:15:47
6062822;2;2022-03-11 03:34:54
6062822;1;2022-03-11 03:07:42
7211586;5;2022-02-26 06:46:24
7211586;1;2022-02-26 06:06:04
679678;4;2022-02-26 09:42:27
679678;3;2022-02-26 09:14:57
679678;2;2022-02-26 08:45:20
679678;1;2022-02-26 08:02:19
4543793;4;2022-02-27 01:39:30
4543793;3;2022-02-27 01:28:40
4543793;2;2022-02-27 01:20:52
4543793;1;2022-02-27 01:05:24
4467813;4;2022-03-01 20:22:40
4467813;3;2022-03-01 19:52:46
4467813;2;2022-03-01 18:54:36
4467813;1;2022-03-01 18:03:19
757176;5;2022-02-17 07:07:03
757176;1;2022-02-17 06:39:40
5234619;4;2022-03-06 08:07:53
5234619;3;2022-03-06 07:54:50
5234619;2;2022-03-06 07:49:11
5234619;1;2022-03-06 07:42:45
3326839;4;2022-03-02 05:46:48
3326839;3;2022-03-02 05:10:46
3326839;2;2022-03-02 05:00:03
3326839;1;2022-03-02 04:02:26
7824324;4;2022-02-16 07:28:12
7824324;3;2022-02-16 06:54:54
7824324;2;2022-02-16 06:25:09
7824324;1;2022-02-16 05:41:42
6251583;4;2022-02-20 19:22:09
6251583;3;2022-02-20 18:47:06
6251583;2;2022-02-20 17:49:24
6251583;1;2022-02-20 17:31:43
4984355;5;2022-03-08 06:04:48
4984355;1;2022-03-08 05:45:01
5353812;4;2022-03-08 17:53:04
5353812;3;2022-03-08 17:13:07
5353812;2;2022-03-08 16:27:48
5353812;1;2022-03-08 15:55:47
1273345;5;2022-02-24 18:06:25
1273345;1;2022-02-24 17:53:13
1161271;4;2022-03-04 07:17:06
1161271;3;2022-03-04 07:11:17
1161271;2;2022-03-04 06:59:45
1161271;1;2022-03-04 06:49:09
1071009;4;2022-02-12 08:31:58
1071009;3;2022-02-12 07:50:07
1071009;2;2022-02-12 07:06:12
1071009;1;2022-02-12 06:33:01
3721351;4;2022-03-03 14:05:17
3721351;3;2022-03-03 14:01:08
3721351;2;2022-03-03 13:31:26
3721351;1;2022-03-03 13:29:54
6937151;4;2022-03-02 05:02:31
6937151;3;2022-03-02 04:51:14
6937151;2;2022-03-02 04:14:53
6937151;1;2022-03-02 03:17:24
5481405;5;2022-02-17 20:40:39
5481405;1;2022-02-17 20:31:53
8066273;4;2022-03-07 10:57:55
8066273;3;2022-03-07 10:14:27
8066273;2;2022-03-07 09:33:30
8066273;1;2022-03-07 09:28:45
9684918;5;2022-03-09 23:54:43
9684918;1;2022-03-09 23:46:18
5036459;4;2022-03-08 17:42:47
5036459;3;2022-03-08 17:09:32
5036459;2;2022-03-08 16:44:27
5036459;1;2022-03-08 16:18:08
1568985;4;2022-02-21 18:04:52
1568985;3;2022-02-21 17:48:19
1568985;2;2022-02-21 17:14:20
1568985;1;2022-02-21 16:47:30
6399362;5;2022-02-27 18:50:48
6399362;1;2022-02-27 18:25:02
8183917;4;2022-03-11 05:54:17
8183917;3;2022-03-11 04:56:35
8183917;2;2022-03-11 04:19:42
8183917;1;2022-03-11 03:37:51
5562222;4;2022-02-28 10:54:56
5562222;3;2022-02-28 10:22:42
5562222;2;2022-02-28 09:25:58
5562222;1;2022-02-28 08:49:22
240599;4;2022-02-24 10:57:01
240599;3;2022-02-24 10:27:24
240599;2;2022-02-24 09:37:49
240599;1;2022-02-24 09:29:03
5713961;5;2022-02-24 14:47:41
5713961;1;2022-02-24 13:56:14
8914548;4;2022-03-02 10:11:17
8914548;3;2022-03-02 10:09:02
8914548;2;2022-03-02 09:34:57
8914548;1;2022-03-02 08:51:02
7099236;5;2022-03-11 19:45:28
7099236;1;2022-03-11 19:00:36
386851;4;2022-03-06 17:03:59
386851;3;2022-03-06 16:45:55
386851;2;2022-03-06 15:57:31
386851;1;2022-03-06 15:28:51
6547322;4;2022-03-08 05:34:39
6547322;3;2022-03-08 04:47:34
6547322;2;2022-03-08 04:20:50
6547322;1;2022-03-08 04:13:16
619956;4;2022-03-05 16:54:04
619956;3;2022-03-05 16:18:33
619956;2;2022-03-05 15:58:38
619956;1;2022-03-05 14:59:10
5195602;4;2022-02-19 23:15:14
5195602;3;2022-02-19 22:43:02
5195602;2;2022-02-19 22:08:18
5195602;1;2022-02-19 21:36:39
4115289;5;2022-03-11 12:41:31
4115289;1;2022-03-11 11:49:12
1779461;5;2022-03-07 16:13:06
1779461;1;2022-03-07 15:44:09
1524778;5;2022-03-08 04:19:56
1524778;1;2022-03-08 03:47:19
4067995;5;2022-03-11 22:19:58
4067995;1;2022-03-11 21:29:55
4023469;5;2022-03-05 15:58:36
4023469;1;2022-03-05 15:37:50
8863780;4;2022-02-23 03:24:11
8863780;3;2022-02-23 02:31:43
8863780;2;2022-02-23 02:24:10
8863780;1;2022-02-23 02:01:48
6648067;5;2022-03-13 21:03:05
6648067;1;2022-03-13 20:43:26
5030260;4;2022-03-03 17:38:04
5030260;3;2022-03-03 16:52:47
5030260;2;2022-03-03 16:08:25
5030260;1;2022-03-03 15:33:57
2590531;4;2022-02-14 12:13:07
2590531;3;2022-02-14 12:07:52
2590531;2;2022-02-14 11:08:23
2590531;1;2022-02-14 10:38:33
9452047;4;2022-02-27 08:01:15
9452047;3;2022-02-27 07:12:19
9452047;2;2022-02-27 06:12:28
9452047;1;2022-02-27 06:01:14
8860691;5;2022-03-01 07:43:30
8860691;1;2022-03-01 06:43:33
8735962;5;2022-03-06 09:31:28
8735962;1;2022-03-06 09:13:40
9711604;5;2022-02-14 07:56:00
9711604;1;2022-02-14 07:35:07
2759333;5;2022-02-27 09:57:11
2759333;1;2022-02-27 09:35:45
3994876;4;2022-03-11 18:47:14
3994876;3;2022-03-11 17:49:03
3994876;2;2022-03-11 17:07:50
3994876;1;2022-03-11 16:33:14
7427946;5;2022-02-22 02:44:37
7427946;1;2022-02-22 02:15:11
3939597;4;2022-02-25 16:25:42
3939597;3;2022-02-25 16:18:36
3939597;2;2022-02-25 16:16:39
3939597;1;2022-02-25 15:18:30
9996041;4;2022-02-19 12:30:17
9996041;3;2022-02-19 11:52:06
9996041;2;2022-02-19 11:17:44
9996041;1;2022-02-19 11:16:35
6412982;5;2022-03-07 15:58:45
6412982;1;2022-03-07 15:38:01
5378639;4;2022-02-13 00:41:24
5378639;3;2022-02-13 00:07:47
5378639;2;2022-02-12 23:15:45
5378639;1;2022-02-12 22:36:30
8363538;5;2022-02-17 16:32:38
8363538;1;2022-02-17 16:04:47
9624961;5;2022-02-27 12:51:42
9624961;1;2022-02-27 12:35:43
627930;5;2022-03-05 09:50:02
627930;1;2022-03-05 09:36:11
1692019;5;2022-02-23 12:14:39
1692019;1;2022-02-23 11:20:30
4923603;4;2022-02-13 20:57:02
4923603;3;2022-02-13 20:18:41
4923603;2;2022-02-13 19:18:46
4923603;1;2022-02-13 19:15:42
8130356;5;2022-03-11 21:01:50
8130356;1;2022-03-11 20:04:19
8714880;5;2022-02-22 01:02:29
