7;9464034;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;1
4;1830850;РОЛЛ С ИНДЕЙКОЙ;120;0;2
14;1830850;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;5
16;1830850;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;1
2;1830850;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;3
9;1830850;КАЛЬЦОНЕ МАРГАРИТА;120;0;1
2;464053;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;3
0;464053;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;3
17;464053;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;3
19;464053;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;2
18;9802263;СЭНДВИЧ С ТУНЦОМ;180;0;2
0;9802263;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;4
8;9802263;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;5
15;9802263;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;5
1;9802263;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;5
5;9802263;КРУАССАН С ВЕТЧИНОЙ;120;0;1
8;1563907;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;2
14;1563907;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;9
12;1563907;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;2
4;1563907;РОЛЛ С ИНДЕЙКОЙ;120;0;4
7;1563907;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;4
17;1563907;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;4
9;133784;КАЛЬЦОНЕ МАРГАРИТА;120;0;1
7;133784;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;4
4;133784;РОЛЛ С ИНДЕЙКОЙ;120;0;3
2;133784;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;4
19;133784;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;4
15;133784;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;1
8;133784;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;1
13;133784;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;3
6;133784;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;1
0;133784;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;5
4;4886964;РОЛЛ С ИНДЕЙКОЙ;120;0;3
13;4886964;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;3
15;4886964;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;5
0;4886964;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;4
7;4886964;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;6
2;4886964;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;4
10;6245975;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;3
3;6245975;РОЛЛ С КУРИЦЕЙ И ПЕСТО;120;0;5
2;6245975;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;2
17;7581208;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;1
16;7581208;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;1
11;7581208;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;2
5;7581208;КРУАССАН С ВЕТЧИНОЙ;120;0;1
1;7581208;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;1
13;568072;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;6
5;568072;КРУАССАН С ВЕТЧИНОЙ;120;0;4
19;568072;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;5
17;568072;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;1
11;568072;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;5
3;5111284;РОЛЛ С КУРИЦЕЙ И ПЕСТО;120;0;3
14;5111284;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;6
12;5111284;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;2
17;5111284;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;4
0;5111284;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;5
8;5111284;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;1
18;5111284;СЭНДВИЧ С ТУНЦОМ;180;0;2
18;9115235;СЭНДВИЧ С ТУНЦОМ;180;0;2
1;9115235;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;1
2;9115235;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;3
0;9115235;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;3
12;5512294;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;3
4;5512294;РОЛЛ С ИНДЕЙКОЙ;120;0;2
16;5512294;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;4
14;1482681;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;4
4;1482681;РОЛЛ С ИНДЕЙКОЙ;120;0;5
15;3457479;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;1
11;3457479;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;3
9;3457479;КАЛЬЦОНЕ МАРГАРИТА;120;0;5
2;3457479;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;3
10;3457479;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;5
7;3457479;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;5
18;3457479;СЭНДВИЧ С ТУНЦОМ;180;0;4
19;2604540;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;2
7;1087618;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;5
17;1087618;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;5
9;1087618;КАЛЬЦОНЕ МАРГАРИТА;120;0;1
1;1087618;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;2
4;1087618;РОЛЛ С ИНДЕЙКОЙ;120;0;5
0;1087618;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;5
6;5783801;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;5
20;5783801;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;1
17;6611369;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;4
0;6611369;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;1
3;6611369;РОЛЛ С КУРИЦЕЙ И ПЕСТО;120;0;2
11;6611369;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;1
18;6611369;СЭНДВИЧ С ТУНЦОМ;180;0;8
12;6611369;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;1
7;5236984;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;4
6;5236984;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;2
18;5236984;СЭНДВИЧ С ТУНЦОМ;180;0;4
1;5236984;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;1
17;5236984;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;5
10;5236984;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;3
10;7201400;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;4
5;7201400;КРУАССАН С ВЕТЧИНОЙ;120;0;2
1;7201400;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;4
11;7201400;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;3
15;7201400;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;5
12;7201400;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;2
16;2905018;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;4
20;2905018;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;3
11;2905018;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;3
7;2905018;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;4
13;2905018;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;3
12;2905018;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;3
0;2905018;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;5
10;2905018;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;3
19;2905018;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;5
18;4123716;СЭНДВИЧ С ТУНЦОМ;180;0;5
14;4123716;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;4
9;4123716;КАЛЬЦОНЕ МАРГАРИТА;120;0;3
6;4123716;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;3
19;3651748;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;5
12;3651748;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;5
4;5066748;РОЛЛ С ИНДЕЙКОЙ;120;0;2
2;5066748;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;3
1;9991976;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;3
10;9991976;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;1
18;9991976;СЭНДВИЧ С ТУНЦОМ;180;0;5
15;9991976;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;2
13;9991976;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;2
16;9991976;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;4
10;9825885;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;7
20;9825885;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;5
2;9825885;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;4
19;9825885;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;2
1;9825885;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;2
0;9825885;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;3
7;3655234;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;1
12;7719026;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;5
6;7719026;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;10
4;7719026;РОЛЛ С ИНДЕЙКОЙ;120;0;3
18;7719026;СЭНДВИЧ С ТУНЦОМ;180;0;5
5;7719026;КРУАССАН С ВЕТЧИНОЙ;120;0;2
0;9312619;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;3
7;9312619;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;2
1;9312619;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;2
4;9312619;РОЛЛ С ИНДЕЙКОЙ;120;0;4
5;5772702;КРУАССАН С ВЕТЧИНОЙ;120;0;1
2;5772702;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;2
1;5772702;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;3
9;5772702;КАЛЬЦОНЕ МАРГАРИТА;120;0;10
13;5772702;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;2
10;5772702;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;3
18;5772702;СЭНДВИЧ С ТУНЦОМ;180;0;2
0;5772702;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;1
3;4751213;РОЛЛ С КУРИЦЕЙ И ПЕСТО;120;0;4
8;4751213;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;1
16;4751213;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;5
18;4751213;СЭНДВИЧ С ТУНЦОМ;180;0;3
20;4751213;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;4
5;4751213;КРУАССАН С ВЕТЧИНОЙ;120;0;12
12;4751213;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;1
5;8853497;КРУАССАН С ВЕТЧИНОЙ;120;0;4
6;8853497;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;2
16;8853497;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;2
13;5874978;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;4
8;5874978;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;6
10;5874978;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;3
11;5874978;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;2
9;5874978;КАЛЬЦОНЕ МАРГАРИТА;120;0;1
17;9966747;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;3
3;9966747;РОЛЛ С КУРИЦЕЙ И ПЕСТО;120;0;1
4;9966747;РОЛЛ С ИНДЕЙКОЙ;120;0;1
12;9966747;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;4
1;9966747;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;5
20;9966747;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;5
15;9966747;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;3
1;7797506;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;4
20;7797506;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;2
4;7797506;РОЛЛ С ИНДЕЙКОЙ;120;0;2
13;7797506;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;2
10;7797506;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;5
6;7797506;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;3
16;7797506;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;4
18;7797506;СЭНДВИЧ С ТУНЦОМ;180;0;10
5;7797506;КРУАССАН С ВЕТЧИНОЙ;120;0;1
13;6333863;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;4
15;3677596;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;1
6;3677596;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;3
5;3677596;КРУАССАН С ВЕТЧИНОЙ;120;0;5
19;3677596;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;4
2;2063958;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;1
8;4195463;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;3
17;4195463;СЭНДВИЧ НА КРУАССАНЕ КУРИЦА;180;0;1
6;4195463;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;4
2;4195463;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;3
18;4195463;СЭНДВИЧ С ТУНЦОМ;180;0;3
9;238504;КАЛЬЦОНЕ МАРГАРИТА;120;0;4
14;238504;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;4
18;238504;СЭНДВИЧ С ТУНЦОМ;180;0;5
19;3645109;СЭНДВИЧ COFIX С ВЕТЧИНОЙ И КУРИЦЕЙ;180;0;1
14;5686894;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;7
0;5686894;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;5
16;1020379;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;5
11;1020379;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;2
2;1020379;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;3
0;146299;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;2
11;146299;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;1
12;146299;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;1
0;4571410;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;3
6;4571410;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;2
1;4571410;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;4
14;4571410;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;4
4;4571410;РОЛЛ С ИНДЕЙКОЙ;120;0;3
18;4571410;СЭНДВИЧ С ТУНЦОМ;180;0;1
1;6098633;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;4
9;6098633;КАЛЬЦОНЕ МАРГАРИТА;120;0;5
8;6098633;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;3
12;6098633;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;1
0;6098633;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;5
8;4960743;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;5
18;4960743;СЭНДВИЧ С ТУНЦОМ;180;0;1
1;5795504;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;8
4;5795504;РОЛЛ С ИНДЕЙКОЙ;120;0;4
13;5795504;РОЛЛ С РЫБОЙ И СОУСОМ ТАРТАР;180;0;3
14;5795504;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;5
18;5795504;СЭНДВИЧ С ТУНЦОМ;180;0;3
8;5795504;ПИЦЦЕТТА С КУРИЦЕЙ;120;0;2
16;5795504;CЭНДВИЧ С КУРИЦЕЙ BBQ;180;0;10
11;5795504;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;4
15;9491740;СЭНДВИЧ С БЕКОНОМ И ОГУРЦОМ;180;0;4
20;9491740;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;2
0;9491740;ГРИЛАТА ОВОЩНАЯ ПО-МЕКСИКАНСКИ;60;0;5
14;9491740;НОРВЕЖСКИЙ СЭНДВИЧ С РЫБОЙ И ЯЙЦОМ;180;0;3
7;5765145;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;3
4;3101143;РОЛЛ С ИНДЕЙКОЙ;120;0;2
5;3101143;КРУАССАН С ВЕТЧИНОЙ;120;0;5
18;3101143;СЭНДВИЧ С ТУНЦОМ;180;0;3
11;3101143;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;4
12;3101143;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;5
6;3101143;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;1
9;3101143;КАЛЬЦОНЕ МАРГАРИТА;120;0;3
6;3129755;СЭНДВИЧ С ВЕТЧИНОЙ И СЫРОМ;120;0;5
9;3129755;КАЛЬЦОНЕ МАРГАРИТА;120;0;8
11;3129755;КИШ С ВЕТЧИНОЙ И ГРИБАМИ;120;0;2
7;3129755;ПИЦЦЕТТА С ВЕТЧИНОЙ И СЫРОМ;120;0;4
12;3129755;РОЛЛ С ТОФУ И ВЯЛЕНЫМИ ТОМАТАМИ;180;0;5
3;1757501;РОЛЛ С КУРИЦЕЙ И ПЕСТО;120;0;3
10;1757501;МИНИ ПИРОГ КИШ С КУРИЦЕЙ;120;0;5
1;1757501;ГРИЛАТА С КУРИЦЕЙ И ОВОЩАМИ;60;0;3
2;1757501;РОЛЛ С ВЕТЧИНОЙ И ОМЛЕТОМ;120;0;4
4;5284077;РОЛЛ С ИНДЕЙКОЙ;120;0;6
20;5284077;СЭНДВИЧ С КУРИЦЕЙ И ПЕСТО;180;0;1
3;5284077;РОЛЛ С КУРИЦЕЙ И ПЕСТО;120;0;4
